Content,Video title,Video publish time,Duration,Views,Watch time (hours),Subscribers,Estimated revenue (USD),Impressions,Impressions click-through rate (%)
e118f4df08c,GoodChannel Video 0485,"Oct 12, 2021",14.4,253851,42905.1342,1762,574.03,3167973,8.21
5739e927e51,GoodChannel Video 0486,"Oct 05, 2021",13.5,117309,18595.9015,692,396.17,2122948,5.99
7867712e1fb,GoodChannel Video 0487,"Nov 14, 2021",12.8,96901,12264.6616,586,38.52,815301,11.79
781f80ab026,GoodChannel Video 0488,"Nov 12, 2021",16.9,102270,20602.4701,719,183.1,1969725,6.01
35eda866b8a,GoodChannel Video 0489,"Nov 04, 2021",9.8,83631,7466.9937,240,200.5,1377719,5.62
e972fc6ded1,GoodChannel Video 0490,"Nov 18, 2021",19.8,100079,19892.4216,749,290.0,1292596,8.03
3835c641ea8,GoodChannel Video 0491,"Nov 03, 2021",12.0,118736,13663.5214,446,308.23,2128856,5.04
54e04a176fb,GoodChannel Video 0492,"Dec 03, 2021",14.1,85296,13303.8964,396,265.31,1125425,6.95
f571f0a64fe,GoodChannel Video 0493,"Dec 21, 2021",10.4,75608,8377.3993,792,263.63,1052453,7.96
51266337953,GoodChannel Video 0494,"Dec 14, 2021",11.7,195043,24601.8684,1270,549.68,3710880,5.99
5413a7e0ff6,GoodChannel Video 0495,"Dec 02, 2021",13.7,141559,19290.9157,851,336.32,1546584,10.22
6db7f8dd573,GoodChannel Video 0496,"Dec 09, 2021",7.6,64491,4680.1952,469,132.07,966076,5.9
7c4b4270c85,GoodChannel Video 0497,"Dec 11, 2021",8.1,116861,8984.1537,739,488.36,1463163,8.56
0b03e4da0e9,GoodChannel Video 0498,"Dec 22, 2021",10.2,136909,14417.5355,426,182.59,1753545,7.67
8a4f5919b8e,GoodChannel Video 0499,"Dec 05, 2021",12.3,110331,15480.0136,640,282.36,1547592,7.18
e77b54f6246,GoodChannel Video 0500,"Jan 22, 2022",14.5,252757,37458.168,1640,797.99,3080680,8.78
409bfa88dc9,GoodChannel Video 0501,"Jan 19, 2022",10.5,173472,18638.6225,1008,35.78,1895325,8.25
647ec7bbfef,GoodChannel Video 0502,"Jan 20, 2022",12.4,143749,16664.7425,111,254.03,1221822,10.05
8802cdc2c74,GoodChannel Video 0503,"Jan 20, 2022",11.0,288718,31330.3813,2325,630.05,3220382,9.05
4e8e5dc17ba,GoodChannel Video 0504,"Jan 24, 2022",6.1,123163,7862.2206,550,139.61,1770180,8.86
be3cfca72c4,GoodChannel Video 0505,"Jan 07, 2022",6.0,212495,12847.9625,1515,500.18,2492455,8.97
036e847fe0f,GoodChannel Video 0506,"Feb 25, 2022",11.6,250695,35012.8371,1519,677.6,9187868,3.15
63518bcc4fd,GoodChannel Video 0507,"Feb 19, 2022",10.4,221073,26855.1184,1757,345.82,3390259,6.04
818ba1afc1a,GoodChannel Video 0508,"Feb 03, 2022",10.4,244821,28576.868,1426,761.16,4478930,5.7
47e88a1d236,GoodChannel Video 0509,"Feb 14, 2022",12.1,95592,12469.9454,560,119.73,930231,9.33
4ce886ac30e,GoodChannel Video 0510,"Feb 19, 2022",18.5,182817,34430.4784,2360,449.11,3334465,5.68
f3010cd8718,GoodChannel Video 0511,"Feb 18, 2022",18.7,59442,11323.4624,151,109.59,960505,7.67
48d56e1e3ab,GoodChannel Video 0512,"Mar 17, 2022",9.6,116984,13420.1359,948,305.38,1879915,6.49
334e78720e3,GoodChannel Video 0513,"Mar 16, 2022",7.7,228653,18789.2568,852,292.26,4380808,5.08
ff8b4c60a33,GoodChannel Video 0514,"Mar 20, 2022",15.0,305746,43440.2632,1180,532.06,3589654,8.59
bfd1ff5de68,GoodChannel Video 0515,"Mar 24, 2022",14.3,53730,8036.5604,170,232.13,1010490,6.09
ee90ce12d63,GoodChannel Video 0516,"Mar 22, 2022",14.5,212439,39556.8988,1701,624.52,2835365,6.84
df0e778a4c0,GoodChannel Video 0517,"Mar 07, 2022",9.0,344316,26055.9952,660,856.13,5951175,5.98
be32aee040f,GoodChannel Video 0518,"Mar 09, 2022",6.0,229580,13820.4593,1382,688.5,2367081,11.32
fac4bd88ac8,GoodChannel Video 0519,"Mar 05, 2022",11.6,173767,20561.6644,1001,598.08,2304615,8.04
d61b41f5ec5,GoodChannel Video 0520,"Apr 22, 2022",19.9,143698,40414.0824,519,226.98,1468653,10.42
6b358784031,GoodChannel Video 0521,"Apr 25, 2022",14.6,519485,88591.9887,3849,693.57,9145677,6.3
a61e3b42e27,GoodChannel Video 0522,"Apr 24, 2022",17.9,247159,45353.663,1800,550.68,3226630,7.87
b67f9f87272,GoodChannel Video 0523,"Apr 01, 2022",8.5,111450,10052.5489,663,266.79,1806528,5.61
11809bfe79d,GoodChannel Video 0524,"Apr 12, 2022",10.5,397970,45491.1323,926,592.39,5375665,7.02
3dcaf6c1027,GoodChannel Video 0525,"Apr 14, 2022",6.1,328629,21222.7393,2707,584.92,3072970,10.22
d10174955e2,GoodChannel Video 0526,"Apr 11, 2022",10.3,136672,16472.7921,770,144.31,2347578,6.06
83539e26d5f,GoodChannel Video 0527,"Apr 26, 2022",14.6,490059,80210.3583,2706,911.29,5692823,8.21
24f8018a6a5,GoodChannel Video 0528,"May 06, 2022",6.0,287272,21213.9413,1313,456.17,4097761,6.67
27a65b9c298,GoodChannel Video 0529,"May 04, 2022",14.7,145269,25181.9457,893,378.57,2789292,4.67
4156f69e701,GoodChannel Video 0530,"May 23, 2022",10.4,466039,56076.3462,2123,775.84,6161545,7.16
648f24eece6,GoodChannel Video 0531,"May 13, 2022",13.0,213661,20997.4429,1421,477.34,1973214,11.27
a5e2dfc0b66,GoodChannel Video 0532,"May 26, 2022",14.5,212062,33931.1981,1042,285.66,2829111,7.45
983739c3e2c,GoodChannel Video 0533,"May 07, 2022",10.1,195720,18340.5793,1001,614.67,4127771,4.81
98cf18039e8,GoodChannel Video 0534,"Jun 22, 2022",6.0,530194,36663.3542,3793,758.45,11717862,5.35
6a654fb0886,GoodChannel Video 0535,"Jun 13, 2022",11.1,196158,25386.2443,1145,345.96,2101656,7.05
fa1722d508d,GoodChannel Video 0536,"Jun 08, 2022",14.4,118083,18644.2006,661,137.79,3599623,3.44
9755eca4d74,GoodChannel Video 0537,"Jun 19, 2022",7.1,109725,7766.0905,560,434.42,1965227,6.15
3f5e18a2188,GoodChannel Video 0538,"Jun 18, 2022",14.4,157530,25924.7326,1086,321.16,1808114,6.43
1040b969c64,GoodChannel Video 0539,"Jun 01, 2022",15.9,82094,16231.0806,636,17.86,1101232,6.44
6b5700bc764,GoodChannel Video 0540,"Jun 13, 2022",12.5,148875,19861.48,1035,234.8,3589024,5.12
1750552fa3a,GoodChannel Video 0541,"Jul 21, 2022",11.9,281560,35236.3824,2411,346.92,7345309,4.57
2312ee432d7,GoodChannel Video 0542,"Jul 01, 2022",8.4,230894,17646.4382,800,497.89,2861702,7.62
bd186a2ff49,GoodChannel Video 0543,"Jul 13, 2022",10.3,471158,46933.691,3058,1013.02,7385462,7.35
cac4799bb9f,GoodChannel Video 0544,"Jul 27, 2022",18.7,186785,35446.7255,797,618.71,1921505,8.84
9f208b53ef8,GoodChannel Video 0545,"Jul 15, 2022",14.5,424663,53298.0889,1957,550.58,4839210,9.58
bf29a31265e,GoodChannel Video 0546,"Jul 27, 2022",13.7,93645,13160.75,252,250.59,1073358,7.16
708a5aef9bc,GoodChannel Video 0547,"Jul 12, 2022",13.7,574596,89003.5224,1841,766.38,6042819,9.03
94ab7aa9113,GoodChannel Video 0548,"Jul 15, 2022",6.0,197129,10734.8097,1350,437.11,3522985,5.66
4cd178ea8e9,GoodChannel Video 0549,"Aug 10, 2022",9.9,183067,20026.2558,2002,300.29,3779033,5.08
a17426839e7,GoodChannel Video 0550,"Aug 01, 2022",10.7,235639,29241.0488,1123,727.55,2859762,8.19
671f4d695a0,GoodChannel Video 0551,"Aug 14, 2022",13.0,176342,24394.7807,793,671.34,1340184,11.87
cb569fe5be0,GoodChannel Video 0552,"Aug 23, 2022",10.3,277985,32077.6839,1884,665.53,3274185,7.96
927d6cbdb58,GoodChannel Video 0553,"Aug 02, 2022",14.7,237889,43116.4138,928,614.91,2886921,7.61
1b91f32f7ab,GoodChannel Video 0554,"Aug 11, 2022",20.0,127578,27381.0955,415,225.73,1825140,6.18
47842b2dd61,GoodChannel Video 0555,"Aug 18, 2022",14.0,159257,19583.9763,1209,249.88,3733368,4.82
662573719e9,GoodChannel Video 0556,"Aug 05, 2022",16.0,120447,19321.881,682,402.9,2208821,5.85
b188ad66d44,GoodChannel Video 0557,"Sep 18, 2022",16.8,341040,47633.996,1326,848.0,4564397,7.21
292d2c84c1c,GoodChannel Video 0558,"Sep 05, 2022",13.3,387057,54326.779,1777,1350.18,7012873,5.36
f4a74714898,GoodChannel Video 0559,"Sep 02, 2022",14.2,586288,89337.1835,2445,1448.51,12197957,4.8
94452d289d6,GoodChannel Video 0560,"Sep 16, 2022",15.8,391033,56738.0596,2788,867.73,3805821,7.99
4112b5e467c,GoodChannel Video 0561,"Sep 19, 2022",11.8,432915,58640.678,2011,684.18,5039566,7.75
7865d7de4a9,GoodChannel Video 0562,"Sep 23, 2022",20.1,533766,120915.2704,1861,1483.73,6914803,8.15
1d1b3346f1a,GoodChannel Video 0563,"Oct 27, 2022",12.1,300063,38244.4262,2186,780.56,2455865,7.71
1f6b3faf235,GoodChannel Video 0564,"Oct 10, 2022",19.6,270314,56897.6301,1136,1.49,3670385,8.29
592011ff47b,GoodChannel Video 0565,"Oct 12, 2022",16.0,187565,35617.7248,1015,491.58,2134980,8.94
c74c5e06661,GoodChannel Video 0566,"Oct 13, 2022",19.0,89093,20551.7706,577,172.53,1470656,6.67
0997a594551,GoodChannel Video 0567,"Oct 02, 2022",14.5,345414,53515.1273,2888,1347.6,3646494,9.06
a9502260759,GoodChannel Video 0568,"Oct 12, 2022",13.2,221094,30748.1714,859,744.5,2563998,8.5
f4d44c88416,GoodChannel Video 0569,"Nov 20, 2022",13.4,709610,92080.5666,6612,0.0,9688082,6.74
5234a09a50f,GoodChannel Video 0570,"Nov 24, 2022",23.9,328540,81842.3224,2527,1266.7,5933446,5.51
b40bea3be54,GoodChannel Video 0571,"Nov 13, 2022",10.8,365976,32851.2702,1050,509.88,5135154,6.24
9bd14828fa9,GoodChannel Video 0572,"Nov 25, 2022",14.3,122732,17113.002,588,437.85,5830195,1.84
1841e995e3b,GoodChannel Video 0573,"Nov 11, 2022",16.5,234917,39844.6445,1050,552.76,2847141,7.42
e8b97ebd605,GoodChannel Video 0574,"Nov 15, 2022",9.2,409614,39672.707,2389,581.31,4687651,8.27
d7c3593ff0c,GoodChannel Video 0575,"Dec 22, 2022",9.2,101341,8898.1393,1119,303.73,1579053,6.85
99cec2f4ca3,GoodChannel Video 0576,"Dec 06, 2022",16.2,685462,108838.6112,4878,1601.49,7805296,6.08
8580812fa90,GoodChannel Video 0577,"Dec 21, 2022",18.3,305255,50539.6442,2817,699.28,3030176,8.94
0d8fc569d68,GoodChannel Video 0578,"Dec 16, 2022",10.5,173122,15623.1946,971,288.49,2353284,6.22
190968364ec,GoodChannel Video 0579,"Dec 13, 2022",14.2,286272,43632.4118,2128,605.61,4578002,6.16
bd15f170fed,GoodChannel Video 0580,"Dec 06, 2022",13.0,382635,53088.2385,2851,1039.93,4523966,6.62
5bc901eabf2,GoodChannel Video 0581,"Dec 27, 2022",11.6,158746,17832.0367,1305,223.11,1964766,8.49
c761482bc20,GoodChannel Video 0582,"Jan 17, 2023",16.5,211760,24874.2076,887,456.18,2690361,8.02
2b67b1ba619,GoodChannel Video 0583,"Jan 12, 2023",14.0,479899,71912.1441,2566,988.37,6053704,6.92
f6089ec8855,GoodChannel Video 0584,"Jan 21, 2023",22.0,75187,15561.8593,586,220.44,1105034,6.8
e0ccce07dec,GoodChannel Video 0585,"Jan 19, 2023",11.9,242447,29222.577,1577,697.74,3284839,7.31
93eb9c8816d,GoodChannel Video 0586,"Jan 25, 2023",8.8,98561,9470.901,310,375.17,1120608,9.06
a4f7a2dfe00,GoodChannel Video 0587,"Jan 07, 2023",13.7,412515,59461.5225,4833,1019.33,6734956,5.72
7e641a69fdb,GoodChannel Video 0588,"Feb 21, 2023",14.5,155967,27539.7486,998,0.0,1359850,9.41
f1b80aa49ad,GoodChannel Video 0589,"Feb 27, 2023",15.6,235884,32450.6786,1382,525.65,2410644,8.79
131e8ad02ff,GoodChannel Video 0590,"Feb 20, 2023",17.9,168358,25680.4988,566,372.19,2104877,8.06
0bb518fc7af,GoodChannel Video 0591,"Feb 14, 2023",15.3,104022,16285.4472,862,146.4,5952952,1.9
14d20eaeda0,GoodChannel Video 0592,"Feb 02, 2023",16.4,210103,37751.8173,1255,646.4,3129942,6.73
5f98380d9c2,GoodChannel Video 0593,"Feb 06, 2023",7.7,797149,62844.2307,4890,1476.31,11584724,6.41
24474e7adb3,GoodChannel Video 0594,"Feb 08, 2023",12.8,295851,38603.6044,2119,283.93,11135376,3.26
b8753be1d1b,GoodChannel Video 0595,"Feb 11, 2023",10.3,603082,59536.406,3073,1193.5,10207750,6.45
26b688749f4,GoodChannel Video 0596,"Feb 18, 2023",6.0,130333,7340.1797,361,200.62,2836757,3.99
aae69a79c85,GoodChannel Video 0597,"Mar 03, 2023",17.8,349682,53168.4961,1301,755.7,3924790,7.84
f1449707055,GoodChannel Video 0598,"Mar 01, 2023",16.6,396187,65531.029,2218,1597.99,6437598,6.17
c6588e5222e,GoodChannel Video 0599,"Mar 25, 2023",12.1,545396,63914.3547,3029,416.49,10352253,4.86
002246968a0,GoodChannel Video 0600,"Mar 18, 2023",15.7,370427,53873.034,1976,1532.87,6307967,5.93
beebedaf05d,GoodChannel Video 0601,"Mar 13, 2023",8.2,309276,23266.2783,1581,941.21,5225757,5.07
7458a3f6173,GoodChannel Video 0602,"Apr 16, 2023",8.6,216734,18664.4342,1492,408.78,2508168,7.99
3e0a9efed0a,GoodChannel Video 0603,"Apr 19, 2023",19.4,265568,44351.8203,1008,385.01,2945026,9.62
6ab1a2f0de1,GoodChannel Video 0604,"Apr 02, 2023",12.6,409300,50765.3224,751,926.46,4349049,9.76
93e79a1b031,GoodChannel Video 0605,"Apr 13, 2023",13.7,929666,117585.6938,4624,1965.91,10451455,9.73
652cc429222,GoodChannel Video 0606,"Apr 23, 2023",15.0,355204,55699.5601,903,765.04,7331075,5.54
f0184e8e03a,GoodChannel Video 0607,"Apr 26, 2023",16.9,242447,36034.1523,768,778.33,2757323,8.99
883eb05972a,GoodChannel Video 0608,"Apr 22, 2023",14.3,664498,88036.3489,6288,1782.63,7647507,9.4
7e44452bfc5,GoodChannel Video 0609,"Apr 15, 2023",10.3,336173,32011.3039,2266,581.76,8111985,4.49
eb86863b2d9,GoodChannel Video 0610,"May 06, 2023",12.4,859969,109478.0411,6612,2766.5,8971687,9.99
4c4cd65bc14,GoodChannel Video 0611,"May 07, 2023",12.7,111683,14777.6383,195,306.9,1463600,9.52
9800340133c,GoodChannel Video 0612,"May 23, 2023",10.3,429385,42540.7098,2684,786.41,5079480,7.96
97028ca6667,GoodChannel Video 0613,"May 21, 2023",11.7,366689,49155.8313,192,659.41,4241165,7.18
7c832c1b83e,GoodChannel Video 0614,"May 01, 2023",13.6,414326,62049.4679,2648,273.3,3976684,9.53
07370d4a505,GoodChannel Video 0615,"May 21, 2023",7.2,383163,27083.3707,2933,304.87,4826147,8.2
288c27d1d5a,GoodChannel Video 0616,"May 21, 2023",10.7,209605,22369.8093,1585,470.51,2861623,8.27
c4bc0b20962,GoodChannel Video 0617,"Jun 16, 2023",11.8,216138,21625.2652,583,558.12,2686703,8.27
4d1d0ec6af4,GoodChannel Video 0618,"Jun 14, 2023",14.2,487161,85045.3512,3266,887.94,7763265,5.21
ae089555ee9,GoodChannel Video 0619,"Jun 24, 2023",11.0,164723,20955.3692,856,207.71,1643203,9.09
0e628e5cdec,GoodChannel Video 0620,"Jun 03, 2023",6.0,296682,14476.8361,2469,871.81,4532300,7.19
58c66821556,GoodChannel Video 0621,"Jun 03, 2023",12.8,553757,66809.6159,1494,658.01,12390128,4.85
0810b479df3,GoodChannel Video 0622,"Jun 14, 2023",9.7,389913,45150.9631,3044,489.59,6840400,4.25
13c24b22cb1,GoodChannel Video 0623,"Jul 20, 2023",14.7,358507,54562.7294,2138,700.71,3453299,9.47
cb6b92e971d,GoodChannel Video 0624,"Jul 13, 2023",13.3,336753,41152.835,1874,651.36,6576971,5.61
ea833d3133e,GoodChannel Video 0625,"Jul 13, 2023",6.0,539384,31636.3812,3184,2115.68,9844067,6.28
4f4139b8960,GoodChannel Video 0626,"Jul 19, 2023",18.0,337613,68636.7617,1563,443.74,4127762,8.25
2f8811bedfe,GoodChannel Video 0627,"Jul 11, 2023",13.4,292650,36054.5585,1326,265.55,3855663,8.78
861ba2afc7a,GoodChannel Video 0628,"Jul 04, 2023",14.2,430229,66846.4046,2364,1363.02,8455197,5.09
c8b5f07040f,GoodChannel Video 0629,"Jul 14, 2023",9.2,188346,20038.1455,1079,420.56,3794706,5.92
f467784b59b,GoodChannel Video 0630,"Aug 03, 2023",11.5,298488,34470.446,1797,870.34,3394137,8.6
dc40f7d9b65,GoodChannel Video 0631,"Aug 11, 2023",15.3,535710,91198.8443,3398,492.66,6865425,7.14
5fdf4161e40,GoodChannel Video 0632,"Aug 24, 2023",12.7,260088,39325.8353,1698,591.24,2705423,10.17
6b70589a891,GoodChannel Video 0633,"Aug 02, 2023",13.0,346870,45060.2716,2368,907.14,6437787,5.04
36e5631154e,GoodChannel Video 0634,"Aug 09, 2023",14.9,311571,53726.9475,821,717.06,12569100,2.33
3d3fbc7a1bc,GoodChannel Video 0635,"Aug 04, 2023",10.0,344796,35143.8723,2101,1178.81,7998095,5.15
bf08b8fc3bc,GoodChannel Video 0636,"Sep 21, 2023",10.4,471221,50388.8527,1432,1722.15,5512331,6.38
96c8e8d4307,GoodChannel Video 0637,"Sep 05, 2023",9.4,244415,26406.726,2557,697.5,5175984,4.1
0e12d1e8b0f,GoodChannel Video 0638,"Sep 26, 2023",11.3,212097,30605.8447,1864,134.32,1849577,11.21
0939c3e105f,GoodChannel Video 0639,"Sep 21, 2023",10.3,343504,32188.0162,2218,946.31,6318270,7.39
d009056b057,GoodChannel Video 0640,"Sep 27, 2023",16.0,381349,66736.0287,2538,1034.67,6873076,5.62
de0f0a56242,GoodChannel Video 0641,"Sep 21, 2023",16.7,373279,62998.3129,2428,660.52,6425777,5.39
c4014f499a0,GoodChannel Video 0642,"Sep 07, 2023",8.2,144744,10941.8321,754,144.41,1684549,7.08
505b8ec8c8e,GoodChannel Video 0643,"Sep 08, 2023",16.0,265318,40231.2457,1177,869.41,4206977,6.71
bc4ece63d54,GoodChannel Video 0644,"Oct 23, 2023",16.7,126085,24244.8474,854,282.94,1328552,9.94
127e804d270,GoodChannel Video 0645,"Oct 15, 2023",14.5,315134,44234.3645,3180,515.73,2815443,9.06
979be11c513,GoodChannel Video 0646,"Oct 12, 2023",9.5,449967,48250.6764,2071,1309.29,7124932,6.17
608a137f43c,GoodChannel Video 0647,"Oct 02, 2023",17.2,404138,74549.3192,1717,853.8,3414357,13.33
9906e9b4a71,GoodChannel Video 0648,"Oct 20, 2023",19.8,843484,182419.5206,2967,726.47,8037252,8.91
c7d03e12529,GoodChannel Video 0649,"Oct 02, 2023",15.1,614812,85225.8073,3560,518.65,7790867,8.39
2662cd234a2,GoodChannel Video 0650,"Oct 01, 2023",16.0,247211,37925.3383,1775,396.76,3087925,9.07
794cb1c04b7,GoodChannel Video 0651,"Oct 07, 2023",13.5,288726,33321.8628,1953,376.69,5324608,6.71
6c8f8860a0e,GoodChannel Video 0652,"Nov 25, 2023",14.5,231856,41735.1034,1614,322.82,4208699,6.12
5aebcb5811d,GoodChannel Video 0653,"Nov 13, 2023",22.7,412459,96331.3009,2986,1054.9,3709451,10.13
23d53489e02,GoodChannel Video 0654,"Nov 25, 2023",9.8,671397,81519.7018,4209,1289.03,8224402,9.64
683303d300f,GoodChannel Video 0655,"Nov 10, 2023",15.9,227114,36458.2646,1351,718.88,4264972,5.64
813d892ecec,GoodChannel Video 0656,"Nov 05, 2023",18.3,134755,21112.629,632,194.53,1834923,7.96
9bb7373e2a7,GoodChannel Video 0657,"Nov 02, 2023",19.5,1185865,254176.0234,8035,3034.73,20893888,6.03
1054cb10962,GoodChannel Video 0658,"Nov 12, 2023",19.8,714913,160603.8872,4740,2300.79,14006006,5.59
da22ba18094,GoodChannel Video 0659,"Nov 04, 2023",13.8,416750,54952.224,1512,1454.71,10672664,3.87
61289e4fa6d,GoodChannel Video 0660,"Dec 02, 2023",10.7,478206,53046.2348,3699,218.83,4639417,9.28
8870ebb60e8,GoodChannel Video 0661,"Dec 01, 2023",11.3,377489,53569.6898,2020,929.58,5816572,6.6
b3df1cc837e,GoodChannel Video 0662,"Dec 24, 2023",10.8,1102372,133444.1384,7291,2360.1,17818428,7.51
7781b269782,GoodChannel Video 0663,"Dec 23, 2023",13.3,665605,88907.4297,5315,2198.26,8564493,7.48
f70c044c63a,GoodChannel Video 0664,"Dec 13, 2023",10.3,500594,45863.3279,2739,682.04,5555704,10.25
c6c37c739b6,GoodChannel Video 0665,"Dec 12, 2023",19.4,185809,38491.6922,1346,481.93,3648775,4.59
1f6dd3f0c30,GoodChannel Video 0666,"Dec 04, 2023",15.3,775707,118624.6856,5789,782.62,20486172,4.33
7b44665b03a,GoodChannel Video 0667,"Dec 11, 2023",13.9,767249,97013.3918,5379,2224.63,16573188,4.65
2d7fd5131d4,GoodChannel Video 0668,"Jan 02, 2024",16.7,895147,171280.7167,4908,993.89,21155678,4.54
fde71f455ae,GoodChannel Video 0669,"Jan 09, 2024",8.2,383906,30235.4837,1778,878.77,5612318,7.43
1e115f5af00,GoodChannel Video 0670,"Jan 07, 2024",22.1,184819,47167.4648,762,294.38,1992182,8.07
bd14cf63b26,GoodChannel Video 0671,"Jan 20, 2024",12.7,505855,56396.1342,3771,1088.77,6039012,8.37
af8e9ad2698,GoodChannel Video 0672,"Jan 03, 2024",10.2,175430,18769.1922,983,248.53,2725081,7.44
c161656b1ef,GoodChannel Video 0673,"Jan 20, 2024",8.9,284157,29831.7649,2060,855.11,2590510,8.53
b29a1a4f8a4,GoodChannel Video 0674,"Jan 08, 2024",12.4,235983,31782.5351,1797,832.81,2874867,7.25
bfa7401e505,GoodChannel Video 0675,"Jan 27, 2024",16.7,359625,59345.4007,2351,447.71,5724670,6.64
4e5f0a97884,GoodChannel Video 0676,"Feb 08, 2024",16.5,256653,43965.1522,2267,751.16,2759192,8.71
182656bd66c,GoodChannel Video 0677,"Feb 03, 2024",20.6,299676,62063.8745,387,603.34,4780570,5.73
040d5cacd1b,GoodChannel Video 0678,"Feb 24, 2024",16.1,535750,96619.0343,2391,940.93,8937545,6.42
78f75a0f317,GoodChannel Video 0679,"Feb 05, 2024",8.6,293383,24667.2462,1041,690.62,3407346,7.63
54ca11fdfd3,GoodChannel Video 0680,"Feb 04, 2024",14.6,444360,63997.6865,2308,1007.58,8702838,4.73
50359093a66,GoodChannel Video 0681,"Feb 04, 2024",16.2,256391,39130.2685,1974,527.05,3165768,8.72
f57487809a2,GoodChannel Video 0682,"Mar 21, 2024",13.9,405840,62163.4643,2400,953.64,4989107,7.43
9983bdc29aa,GoodChannel Video 0683,"Mar 10, 2024",8.4,281273,21027.0406,1762,712.71,8527141,3.52
3c30a631ad5,GoodChannel Video 0684,"Mar 16, 2024",8.2,443786,41713.2787,2962,574.88,5092848,10.51
48081c16f9c,GoodChannel Video 0685,"Mar 24, 2024",12.4,626076,81496.4708,4065,1655.56,9638340,6.36
06e58b2dc89,GoodChannel Video 0686,"Mar 07, 2024",7.6,1124184,75354.0629,5007,2988.31,9887118,11.98
efc1598034c,GoodChannel Video 0687,"Mar 02, 2024",8.1,429576,34767.3022,1234,1185.23,6037989,7.85
4de97e1d342,GoodChannel Video 0688,"Apr 15, 2024",14.6,369280,58232.8833,2578,1311.65,6938635,5.98
778bae87317,GoodChannel Video 0689,"Apr 04, 2024",10.8,522899,57077.9797,2099,1181.33,8821998,6.48
f5d67e8897c,GoodChannel Video 0690,"Apr 21, 2024",16.7,595114,100747.4908,2718,1463.95,7418754,8.33
6fcf4888c7d,GoodChannel Video 0691,"Apr 21, 2024",19.8,1002974,202752.9484,3488,2011.41,12136962,8.64
123ca58defa,GoodChannel Video 0692,"Apr 24, 2024",13.9,620652,82376.6913,5525,1796.09,6213986,9.16
73513b4e5ef,GoodChannel Video 0693,"Apr 07, 2024",12.6,453064,75698.3202,2890,1266.92,6335487,7.56
731a1b1cfcf,GoodChannel Video 0694,"Apr 12, 2024",11.1,942347,115897.5876,9269,380.41,5423267,8.22
2a5e6272614,GoodChannel Video 0695,"Apr 18, 2024",6.0,803056,52297.3887,6667,2029.72,7703951,7.48
a19b69a30c3,GoodChannel Video 0696,"May 19, 2024",6.0,730986,35149.3744,2171,1051.62,7794419,10.65
e868d2439e0,GoodChannel Video 0697,"May 03, 2024",13.2,620328,90196.0026,3042,1268.4,13768564,4.93
f1dd2ab062a,GoodChannel Video 0698,"May 05, 2024",11.7,501664,62168.9692,2745,1232.88,6720779,7.8
cacf647e34a,GoodChannel Video 0699,"May 22, 2024",12.6,594991,82158.3976,2909,1515.76,7659756,7.16
6c223672bcd,GoodChannel Video 0700,"May 10, 2024",11.8,417127,52989.6716,2696,1236.66,5083168,6.59
f398aedc2be,GoodChannel Video 0701,"May 12, 2024",20.6,405457,69349.8639,3676,1392.32,6027362,5.92
2c91052df18,GoodChannel Video 0702,"May 14, 2024",9.4,1352982,152999.5292,9901,5656.81,19066869,6.87
f9156008158,GoodChannel Video 0703,"May 10, 2024",11.4,356872,47521.6492,2569,791.64,8261256,4.18
b01dfab03a9,GoodChannel Video 0704,"Jun 17, 2024",17.1,659914,127658.5143,0,1679.19,7651199,7.8
47e1b67d287,GoodChannel Video 0705,"Jun 19, 2024",7.0,455985,36665.9813,3167,1065.67,5753237,7.49
e68e660e5e7,GoodChannel Video 0706,"Jun 13, 2024",13.1,2993322,326122.0993,14706,9676.33,39414562,7.77
f0cc6e790eb,GoodChannel Video 0707,"Jun 11, 2024",6.0,530058,31616.4588,1210,1381.88,5344998,9.97
d266a986531,GoodChannel Video 0708,"Jun 03, 2024",6.0,971855,64224.712,7102,2593.54,12433849,8.88
0f0ffb6bc0b,GoodChannel Video 0709,"Jun 14, 2024",6.0,228065,14759.6767,1516,731.04,3635715,6.18
6645a2e4a6e,GoodChannel Video 0710,"Jul 23, 2024",14.0,340444,30197.5741,3684,922.52,4937614,7.16
0e852dc240f,GoodChannel Video 0711,"Jul 26, 2024",20.7,448304,113829.5907,2596,1046.58,5454502,7.74
c72ae3999be,GoodChannel Video 0712,"Jul 04, 2024",15.3,526719,86487.1387,3283,1239.67,7234319,9.5
c24960b47b7,GoodChannel Video 0713,"Jul 16, 2024",10.6,465673,48039.3153,2742,1765.91,8441811,4.73
bba052b8883,GoodChannel Video 0714,"Jul 23, 2024",9.4,363642,35251.8523,1860,1168.18,4138568,9.97
f23ece84f71,GoodChannel Video 0715,"Jul 18, 2024",14.6,1894140,298349.7105,9584,1790.52,21828783,7.87
929f53ac139,GoodChannel Video 0716,"Jul 07, 2024",17.5,457400,81179.8778,2230,590.08,5932025,6.82
4025ebaf7d0,GoodChannel Video 0717,"Jul 15, 2024",14.9,743505,108886.4304,4866,1455.69,8936044,9.09
b4f8d55129e,GoodChannel Video 0718,"Aug 03, 2024",11.5,272268,25381.3359,1910,835.54,3421185,7.76
1bafa446544,GoodChannel Video 0719,"Aug 07, 2024",11.4,420570,50831.3272,1841,859.04,7833843,5.5
